Temperature,Humidity
20.496714153011233,42.68242525933941
19.861735698828817,51.48060138532288
20.64768853810069,51.30527636089945
21.523029856408026,50.025567283212304
19.765846625276666,48.82706433312426
19.76586304305082,42.923146289747926
21.57921281550739,47.89677338617321
20.76743472915291,48.286427417366156
19.53052561406505,45.9886136538919
20.542560043585965,49.19357144166995
19.536582307187537,52.02025428407269
19.53427024642974,59.43092950605265
20.241962271566035,50.872889064159196
18.0867197553422,51.28775195361382
18.275082167486968,49.62777042116917
19.437712470759028,40.40614392350479
18.987168879665575,49.867430622753915
20.314247332595272,50.30115104970513
19.09197592447879,62.316210562426434
18.58769629866471,49.03819517609439
21.465648768921554,51.50773671166806
19.774223699513463,49.82644115147378
20.067528204687925,44.15660981190234
18.575251813786544,55.7141140725751
19.45561727547482,53.75966516343387
20.110922589709865,53.95515973521523
18.8490064225777,45.4530627260263
20.375698018345673,57.013971554680495
19.399361310081193,42.990744686038596
19.708306250206725,52.93428546900135
19.398293387770604,60.952278129049894
21.852278184508936,45.04731837434656
19.986502775262068,47.16851135198614
18.9422890710441,50.498256825438204
20.82254491210319,47.482621729419
18.779156350028977,42.24668284466934
20.208863595004754,50.34281487403014
18.040329876120225,44.688481431369475
18.67181395110157,52.36796215317591
20.19686123586912,45.402878828830985
20.73846657999541,57.7496720250877
20.17136828118997,46.08373353831882
19.88435171761176,48.38969241897162
19.69889630441071,54.06758608684835
18.521478009632574,43.84567841783022
19.280155791605292,51.13729967302065
19.539361229040214,56.53571377141214
21.057122226218915,41.96258382719386
20.34361828956846,50.92316929266152
18.236959844637266,51.29941397124212
20.324083969394795,53.909114358886555
19.614917719583683,43.81524644560959
19.323077999694043,43.39771693457862
20.61167628884087,52.60970782808449
21.03099952249595,51.48492336616593
20.9312801191162,51.252464251729386
19.16078247677736,51.73224104748488
19.690787624148786,46.59987639210755
20.331263431403563,51.16126848580502
20.97554512712236,51.46536236649341
19.52082576215471,46.42824290986816
19.814341023336183,59.328872555723784
18.893665025993972,52.36916460455894
18.80379337591933,44.04348251398676
20.8125258223942,53.28276804316915
21.356240028570824,45.126591648863396
19.927989878419666,53.93542301871226
21.003532897892025,55.79297789503702
20.361636025047634,45.89658840824145
19.354880245394877,54.816880646221605
20.361395605508413,52.063904634682494
21.53803656646597,54.11030079997245
19.964173960890047,59.48396491326974
21.564643655814006,48.77305941998565
17.380254895910255,46.23131917821255
20.821902504375224,45.55242785187238
20.08704706823817,45.92094857517281
19.700992649534133,49.61449145292948
20.0917607765355,51.70575987408322
18.012431085399108,51.3834539966501
19.780328112162486,54.13591624518012
20.357112571511745,50.065009459389536
21.477894044741515,57.26767038578659
19.48172978172635,48.67671583381022
19.191506397106814,63.600845832948096
19.498242956415464,53.128336738825034
20.915402117702072,45.714212217918586
20.328751109659684,44.645537509694435
19.47023979623296,52.41236207621593
20.513267433113356,48.88268607337075
20.09707754934804,53.57000247046046
20.96864499053289,52.366188122867726
19.297946906122647,49.63585543671564
19.672337853402233,45.76603140965798
19.607891846867844,42.42576387657068
25.0,30.0
26.0,32.0
27.0,34.0
28.0,36.0
29.0,38.0
