Temperature,Humidity
20.496714153011233,42.923146289747926
19.861735698828817,47.89677338617321
20.64768853810069,48.286427417366156
21.523029856408026,45.9886136538919
19.765846625276666,49.19357144166995
19.76586304305082,52.02025428407269
21.57921281550739,59.43092950605265
20.76743472915291,50.872889064159196
19.53052561406505,51.28775195361382
20.542560043585965,49.62777042116917
19.536582307187537,40.40614392350479
19.53427024642974,49.867430622753915
20.241962271566035,50.30115104970513
18.0867197553422,62.316210562426434
18.275082167486968,49.03819517609439
19.437712470759028,51.50773671166806
18.987168879665575,49.82644115147378
20.314247332595272,44.15660981190234
19.09197592447879,55.7141140725751
18.58769629866471,53.75966516343387
21.465648768921554,53.95515973521523
19.774223699513463,45.4530627260263
20.067528204687925,57.013971554680495
18.575251813786544,42.990744686038596
19.45561727547482,52.93428546900135
20.110922589709865,60.952278129049894
18.8490064225777,45.04731837434656
20.375698018345673,47.16851135198614
19.399361310081193,50.498256825438204
19.708306250206725,47.482621729419
19.398293387770604,42.24668284466934
21.852278184508936,50.34281487403014
19.986502775262068,44.688481431369475
18.9422890710441,52.36796215317591
20.82254491210319,45.402878828830985
18.779156350028977,57.7496720250877
20.208863595004754,46.08373353831882
18.040329876120225,48.38969241897162
18.67181395110157,54.06758608684835
20.19686123586912,43.84567841783022
20.73846657999541,51.13729967302065
20.17136828118997,56.53571377141214
19.88435171761176,41.96258382719386
19.69889630441071,50.92316929266152
18.521478009632574,51.29941397124212
19.280155791605292,53.909114358886555
19.539361229040214,43.81524644560959
21.057122226218915,43.39771693457862
20.34361828956846,52.60970782808449
18.236959844637266,51.48492336616593
20.324083969394795,51.252464251729386
19.614917719583683,51.73224104748488
19.323077999694043,46.59987639210755
20.61167628884087,51.16126848580502
21.03099952249595,51.46536236649341
20.9312801191162,46.42824290986816
19.16078247677736,59.328872555723784
19.690787624148786,52.36916460455894
20.331263431403563,44.04348251398676
20.97554512712236,53.28276804316915
19.52082576215471,45.126591648863396
19.814341023336183,53.93542301871226
18.893665025993972,55.79297789503702
18.80379337591933,45.89658840824145
20.8125258223942,54.816880646221605
21.356240028570824,52.063904634682494
19.927989878419666,54.11030079997245
21.003532897892025,59.48396491326974
20.361636025047634,48.77305941998565
19.354880245394877,46.23131917821255
20.361395605508413,45.55242785187238
21.53803656646597,45.92094857517281
19.964173960890047,49.61449145292948
21.564643655814006,51.70575987408322
17.380254895910255,51.3834539966501
20.821902504375224,54.13591624518012
20.08704706823817,50.065009459389536
19.700992649534133,57.26767038578659
20.0917607765355,48.67671583381022
18.012431085399108,63.600845832948096
19.780328112162486,53.128336738825034
20.357112571511745,45.714212217918586
21.477894044741515,44.645537509694435
19.48172978172635,52.41236207621593
19.191506397106814,48.88268607337075
19.498242956415464,53.57000247046046
20.915402117702072,52.366188122867726
20.328751109659684,49.63585543671564
19.47023979623296,45.76603140965798
20.513267433113356,42.42576387657068
20.09707754934804,47.767425239664895
20.96864499053289,54.28199397161736
19.297946906122647,51.07046872065102
19.672337853402233,43.77130610644006
19.607891846867844,50.86590462925591
18.53648505186788,51.92658689864418
20.296120277064578,45.580712818994336
20.261055272179888,50.768625529727636
20.005113456642462,50.29104359223
19.765412866624853,44.28514851084688
